country,province,lastDate,latitude,longitude,date,confirmed,confirmedNew,confirmedNewMean,deaths,deathsNew,deathsNewMean
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-22,23216,110,101.71428571428571,388,0,3.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-23,23341,125,97.71428571428571,393,5,3.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-24,23455,114,96.0,395,2,2.5714285714285716
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-25,23516,61,89.0,399,4,3.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-26,23611,95,90.85714285714286,401,2,2.5714285714285716
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-27,23661,50,88.0,406,5,3.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-28,23699,38,84.71428571428571,407,1,2.7142857142857144
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-29,23812,113,85.14285714285714,413,6,3.5714285714285716
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-09-30,23889,77,78.28571428571429,415,2,3.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-01,23952,63,71.0,416,1,3.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-02,24027,75,73.0,420,4,3.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-03,24091,64,68.57142857142857,421,1,2.857142857142857
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-04,24164,73,71.85714285714286,422,1,2.2857142857142856
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-05,24239,75,77.14285714285714,422,0,2.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-06,24353,114,77.28571428571429,425,3,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-07,24422,69,76.14285714285714,427,2,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-08,24476,54,74.85714285714286,428,1,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-09,24548,72,74.42857142857143,430,2,1.4285714285714286
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-10,24606,58,73.57142857142857,432,2,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-11,24703,97,77.0,433,1,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-12,24805,102,80.85714285714286,434,1,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-13,24889,84,76.57142857142857,438,4,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-14,24988,99,80.85714285714286,439,1,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-15,25035,47,79.85714285714286,441,2,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-16,25108,73,80.0,443,2,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-17,25199,91,84.71428571428571,444,1,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-18,25275,76,81.71428571428571,444,0,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-19,25333,58,75.42857142857143,447,3,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-20,25424,91,76.42857142857143,450,3,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-21,25543,119,79.28571428571429,453,3,2.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-22,25698,155,94.71428571428571,455,2,2.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-23,25775,77,95.28571428571429,457,2,2.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-24,25836,61,91.0,457,0,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-25,25955,119,97.14285714285714,457,0,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-26,26043,88,101.42857142857143,460,3,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-27,26146,103,103.14285714285714,461,1,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-28,26271,125,104.0,462,1,1.2857142857142858
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-29,26385,114,98.14285714285714,463,1,1.1428571428571428
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-30,26511,126,105.14285714285714,464,1,1.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-10-31,26635,124,114.14285714285714,466,2,1.2857142857142858
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-01,26732,97,111.0,468,2,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-02,26807,75,109.14285714285714,472,4,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-03,26925,118,111.28571428571429,474,2,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-04,27050,125,111.28571428571429,475,1,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-05,27195,145,115.71428571428571,476,1,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-06,27284,89,110.42857142857143,477,1,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-07,27427,143,113.14285714285714,478,1,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-08,27553,126,117.28571428571429,480,2,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-09,27653,100,120.85714285714286,485,5,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-10,27799,146,124.85714285714286,487,2,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-11,27942,143,127.42857142857143,487,0,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-12,28133,191,134.0,488,1,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-13,28338,205,150.57142857142858,492,4,2.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-14,28546,208,159.85714285714286,493,1,2.142857142857143
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-15,28769,223,173.71428571428572,494,1,2.0
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-16,28998,229,192.14285714285714,494,0,1.2857142857142858
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-17,29311,313,216.0,496,2,1.2857142857142858
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-18,29654,343,244.57142857142858,498,2,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-19,30017,363,269.14285714285717,501,3,1.8571428571428572
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-20,30403,386,295.0,503,2,1.5714285714285714
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-21,30733,330,312.42857142857144,505,2,1.7142857142857142
Korea, South,,2020-11-22,35.907757000000004,127.766922,2020-11-22,31004,271,319.2857142857143,509,4,2.142857142857143
